customer_id,tenure,monthly_charges,total_charges,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,num_services,churn
CUST00454,61,47.81,2529.13,0,1,0,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,2,0
CUST00455,19,110.9,1815.07,0,0,0,1,0,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Electronic check,4,1
CUST00456,9,94.9,744.0,0,0,1,1,0,No,0,0,1,0,1,0,Month-to-month,0,Electronic check,2,1
CUST00457,71,100.1,6873.4,0,1,0,1,0,DSL,0,1,0,0,0,1,Month-to-month,0,Bank transfer,2,0
CUST00458,28,19.84,532.67,1,0,0,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,1,0
CUST00459,52,116.21,5418.98,1,1,0,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,1,0
CUST00460,16,92.12,1440.84,0,0,0,1,1,No,1,1,1,0,0,0,One year,0,Mailed check,4,0
CUST00461,69,49.08,3433.98,0,0,0,1,0,No,1,1,0,1,0,1,Two year,1,Mailed check,4,0
CUST00462,12,102.6,1056.76,0,0,0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer,2,1
CUST00463,25,46.72,1109.16,0,0,1,0,0,DSL,1,0,0,1,0,1,Month-to-month,0,Electronic check,3,1
CUST00464,52,107.02,5497.49,0,0,1,0,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,3,0
CUST00465,53,29.48,1406.92,0,0,1,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer,4,0
CUST00466,23,89.78,1882.3,0,1,1,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card,5,0
CUST00467,16,73.15,1138.48,0,1,0,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Electronic check,4,0
CUST00468,57,27.85,1634.42,0,0,0,1,1,No,0,0,1,0,1,0,Month-to-month,1,Electronic check,3,0
CUST00469,39,42.67,1684.07,0,1,0,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Credit card,4,1
CUST00470,53,19.27,987.22,0,1,0,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,2,0
CUST00471,42,65.81,2753.09,0,1,1,1,0,Fiber optic,1,0,0,1,0,0,One year,1,Mailed check,2,0
CUST00472,58,48.73,2608.61,0,1,0,1,0,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Mailed check,5,0
CUST00473,39,79.03,3014.96,0,0,1,1,0,No,0,1,1,1,1,0,Two year,1,Electronic check,4,0
CUST00474,14,48.32,638.08,0,0,0,1,1,DSL,1,0,1,0,1,1,One year,1,Bank transfer,5,1
CUST00475,5,48.59,215.74,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,1
CUST00476,35,93.81,3251.66,0,0,0,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,3,0
CUST00477,18,22.91,396.42,1,1,0,1,0,DSL,0,0,1,1,0,0,Two year,1,Mailed check,2,0
CUST00478,9,110.1,913.34,0,0,1,1,1,No,0,0,1,0,1,1,One year,0,Credit card,4,0
CUST00479,58,104.93,6282.32,0,1,0,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Bank transfer,3,0
CUST00480,17,86.12,1250.56,0,1,1,1,0,No,0,0,1,1,0,0,Month-to-month,1,Electronic check,2,1
CUST00481,7,78.51,501.84,1,1,0,1,0,Fiber optic,1,1,1,0,0,0,Two year,1,Mailed check,3,1
CUST00482,46,109.01,4319.34,0,1,0,1,0,Fiber optic,1,1,0,1,1,0,One year,0,Bank transfer,4,0
CUST00483,13,36.9,481.29,1,0,1,1,1,DSL,1,0,1,0,0,0,One year,0,Credit card,3,1
CUST00484,40,26.05,1032.02,0,1,0,1,1,No,1,1,0,1,0,1,Two year,1,Bank transfer,5,0
CUST00485,42,42.43,1632.85,1,0,1,1,0,DSL,0,1,1,0,0,1,Two year,0,Electronic check,3,0
CUST00486,9,99.05,878.2,0,1,0,1,0,Fiber optic,1,0,0,1,1,1,Two year,0,Bank transfer,4,1
CUST00487,50,21.54,1000.73,0,1,0,1,1,DSL,0,0,1,0,0,0,Month-to-month,1,Bank transfer,2,0
CUST00488,27,77.45,2093.77,1,1,0,0,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,1
CUST00489,66,119.53,7422.24,1,0,0,0,0,DSL,1,0,1,0,1,1,One year,1,Mailed check,4,0
CUST00490,5,105.28,490.84,0,1,0,1,1,DSL,1,0,0,1,1,0,One year,1,Electronic check,4,0
CUST00491,29,71.19,2140.79,0,0,0,1,0,No,0,0,0,1,1,1,One year,1,Bank transfer,3,1
CUST00492,37,24.49,815.68,0,0,0,0,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,4,1
CUST00493,38,102.8,3414.54,0,1,0,1,0,No,1,1,1,1,0,1,One year,0,Bank transfer,5,0
CUST00494,8,79.1,611.86,0,0,0,1,1,No,1,0,0,1,0,0,One year,0,Credit card,3,0
CUST00495,65,29.72,2016.54,1,1,0,1,0,DSL,0,1,0,0,1,0,Month-to-month,0,Credit card,2,0
CUST00496,17,27.57,433.8,0,0,0,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Credit card,3,1
CUST00497,71,110.78,6783.16,0,1,0,0,0,DSL,0,1,1,1,0,1,Month-to-month,1,Credit card,4,0
CUST00498,45,86.26,3562.86,0,0,0,1,1,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,5,0
CUST00499,4,102.59,390.33,0,1,0,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer,4,1
CUST00500,36,107.66,3419.91,0,1,0,1,0,No,0,1,0,0,1,0,Month-to-month,1,Mailed check,2,0
CUST00501,70,76.32,5244.21,0,1,1,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card,3,0
CUST00502,31,70.78,2302.9,0,0,1,1,0,Fiber optic,1,1,1,1,0,1,One year,0,Electronic check,5,1
CUST00503,19,61.9,1105.94,0,1,0,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card,1,1
CUST00504,61,50.33,2827.42,0,0,0,1,1,No,0,1,1,0,0,0,Two year,1,Bank transfer,3,0
CUST00505,54,62.33,3130.69,0,0,1,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Credit card,3,0
CUST00506,39,96.94,3300.63,1,0,0,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,4,1
CUST00507,19,79.4,1548.81,0,1,1,1,1,Fiber optic,1,0,1,0,0,0,Two year,1,Electronic check,3,1
CUST00508,39,109.04,3967.49,0,0,1,0,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Bank transfer,2,0
CUST00509,67,63.22,3928.46,0,1,0,1,1,No,0,1,1,0,0,1,Two year,1,Electronic check,4,0
CUST00510,45,79.92,3531.44,0,1,0,1,0,No,1,1,0,1,0,0,Two year,1,Credit card,3,0
CUST00511,13,82.39,1005.1,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,1,1
CUST00512,58,78.35,4451.81,0,1,1,1,1,Fiber optic,1,1,0,0,0,1,Two year,0,Bank transfer,4,0
CUST00513,20,89.67,1546.43,0,0,0,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Mailed check,3,1
CUST00514,72,42.22,3078.58,0,1,0,0,0,DSL,0,0,0,1,1,1,Month-to-month,1,Bank transfer,3,0
CUST00515,61,70.26,4449.15,0,0,0,1,0,Fiber optic,0,0,1,1,0,0,One year,1,Bank transfer,2,0
CUST00516,39,28.63,1093.96,1,1,0,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Mailed check,2,1
CUST00517,1,57.22,59.56,0,0,1,1,1,Fiber optic,1,0,0,0,0,1,Two year,1,Electronic check,3,1
CUST00518,3,67.74,178.89,1,0,1,1,1,No,1,0,0,1,0,1,Month-to-month,0,Electronic check,4,0
CUST00519,62,84.53,4955.15,0,0,0,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer,3,0
CUST00520,63,114.95,7027.21,0,0,1,1,1,No,1,0,0,1,0,0,One year,1,Mailed check,3,0
CUST00521,25,79.27,1915.06,0,0,0,1,0,Fiber optic,1,1,0,0,1,0,One year,1,Bank transfer,3,1
CUST00522,56,93.85,4889.24,0,0,0,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,0,Mailed check,3,0
CUST00523,33,69.64,2108.79,0,0,0,1,0,No,1,0,1,1,1,0,Month-to-month,0,Mailed check,4,1
CUST00524,38,82.68,2750.26,0,1,0,0,0,Fiber optic,1,0,1,0,0,0,Two year,0,Mailed check,2,0
CUST00525,6,25.24,140.59,0,1,0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,1,1
CUST00526,58,43.95,2249.66,0,1,0,1,0,Fiber optic,1,0,1,0,0,0,Two year,1,Electronic check,2,0
CUST00527,44,54.91,2408.49,1,1,1,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Credit card,3,1
CUST00528,45,66.19,2656.17,0,1,1,0,0,No,1,1,0,0,0,1,One year,0,Credit card,3,0
CUST00529,32,22.66,624.85,0,1,0,1,0,No,0,0,0,0,0,1,One year,0,Electronic check,1,0
CUST00530,45,32.28,1395.18,0,0,0,1,0,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer,2,0
CUST00531,61,46.24,2733.33,0,1,0,1,1,DSL,1,0,1,1,0,0,One year,1,Credit card,4,0
CUST00532,47,117.1,5637.89,0,0,1,0,0,Fiber optic,1,0,0,1,0,0,Two year,1,Mailed check,2,0
CUST00533,21,51.8,1050.16,0,1,0,1,0,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,4,1
CUST00534,36,67.17,2222.48,0,1,0,1,0,Fiber optic,1,0,0,1,0,0,Two year,0,Electronic check,2,0
CUST00535,19,38.0,729.65,0,0,0,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,4,1
CUST00536,20,80.3,1538.64,0,1,0,1,1,Fiber optic,0,1,1,1,0,1,Month-to-month,0,Credit card,5,0
CUST00537,57,46.63,2301.37,0,0,0,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer,2,0
CUST00538,18,39.11,678.05,1,0,1,1,0,DSL,0,1,1,1,0,1,Two year,0,Electronic check,4,0
CUST00539,47,70.69,3427.43,0,0,1,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,5,0
CUST00540,49,18.56,845.11,0,1,0,1,0,Fiber optic,0,0,1,1,1,0,Two year,1,Bank transfer,3,0
CUST00541,14,18.78,239.06,1,1,0,1,0,No,0,1,1,0,1,0,Two year,1,Credit card,3,0
CUST00542,15,40.35,531.83,0,1,0,0,0,No,1,0,1,0,0,0,Month-to-month,0,Bank transfer,2,1
CUST00543,31,21.75,593.53,0,0,1,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer,3,1
CUST00544,1,29.02,27.18,0,1,0,1,1,DSL,0,1,1,0,0,0,One year,1,Electronic check,3,1
CUST00545,54,52.56,2750.64,0,1,0,1,0,No,1,1,0,0,0,0,Month-to-month,0,Credit card,2,0
CUST00546,3,99.86,259.47,1,0,0,1,1,No,0,1,0,1,1,0,One year,0,Credit card,4,0
CUST00547,16,76.35,1267.92,0,1,0,1,0,No,1,1,1,1,0,0,Month-to-month,1,Electronic check,4,1
CUST00548,57,70.29,4010.64,0,0,0,1,1,DSL,0,1,0,0,0,1,Month-to-month,0,Bank transfer,3,1
CUST00549,12,47.94,556.48,0,0,0,1,0,No,1,0,0,0,0,1,One year,1,Electronic check,2,0
CUST00550,16,113.04,1837.01,1,0,0,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,4,0
CUST00551,72,58.5,3647.75,0,1,0,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Electronic check,2,0
CUST00552,24,26.88,609.88,0,0,0,1,0,No,1,0,0,0,0,1,Month-to-month,0,Electronic check,2,1
CUST00553,28,80.94,2211.97,1,0,0,1,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,3,0
CUST00554,8,29.61,240.61,0,0,0,1,1,No,1,1,0,1,0,0,Month-to-month,0,Mailed check,4,1
CUST00555,36,53.21,1928.38,0,0,0,1,1,DSL,1,0,1,1,0,1,Two year,0,Mailed check,5,0
CUST00556,8,69.76,505.29,0,0,0,1,0,No,0,1,0,0,1,0,Month-to-month,1,Mailed check,2,1
CUST00557,58,107.17,6453.16,0,0,1,1,0,DSL,1,0,1,1,1,1,Month-to-month,1,Electronic check,5,0
CUST00558,60,68.34,3587.31,0,1,0,1,0,No,0,0,1,1,0,1,One year,1,Electronic check,3,1
CUST00559,50,89.63,4593.66,0,0,0,1,1,DSL,1,0,0,0,1,1,Month-to-month,1,Bank transfer,4,0
CUST00560,28,119.27,3487.13,0,1,0,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Mailed check,3,0
CUST00561,41,31.41,1140.27,0,1,0,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,1,0
CUST00562,64,46.02,2928.83,0,0,0,0,0,Fiber optic,1,1,1,1,0,0,One year,0,Credit card,4,0
CUST00563,27,58.25,1349.51,0,0,1,1,1,DSL,0,0,0,1,0,0,One year,0,Bank transfer,2,1
CUST00564,63,61.03,3579.92,0,1,0,1,0,Fiber optic,1,0,1,0,0,0,One year,0,Credit card,2,0
CUST00565,17,59.92,971.03,1,0,0,1,1,DSL,0,1,1,1,1,0,Month-to-month,1,Mailed check,5,1
CUST00566,33,110.58,3525.54,0,0,1,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,4,0
CUST00567,29,90.83,2732.02,1,0,1,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Bank transfer,3,1
CUST00568,13,80.01,1023.96,0,1,1,1,0,No,0,0,0,0,1,1,Month-to-month,0,Electronic check,2,0
CUST00569,46,49.56,2157.24,0,1,1,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,2,0
CUST00570,35,102.03,3613.67,0,1,1,1,0,DSL,1,1,1,1,0,0,Month-to-month,1,Electronic check,4,0
CUST00571,6,115.42,720.29,0,1,0,1,0,DSL,1,1,0,1,1,1,Month-to-month,0,Credit card,5,1
CUST00572,69,101.76,5999.21,0,0,0,1,0,Fiber optic,1,1,0,1,1,1,Two year,0,Electronic check,5,0
CUST00573,47,18.16,893.21,0,0,0,1,1,DSL,1,0,1,0,1,0,Month-to-month,1,Credit card,4,0
CUST00574,25,82.91,1797.54,1,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card,3,0
CUST00575,66,23.22,1552.25,0,0,1,1,1,No,1,0,0,0,0,0,Month-to-month,1,Mailed check,2,0
CUST00576,10,44.28,401.21,0,0,0,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Bank transfer,3,0
CUST00577,56,24.07,1181.37,1,0,0,1,1,Fiber optic,0,0,0,1,0,1,One year,0,Bank transfer,3,1
CUST00578,30,79.59,2239.59,1,0,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Credit card,3,1
CUST00579,5,88.03,430.81,1,0,1,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Mailed check,3,1
CUST00580,33,29.68,907.15,0,0,0,1,1,DSL,1,1,0,0,1,1,Month-to-month,0,Credit card,5,1
CUST00581,65,57.15,3198.08,0,1,1,1,0,No,1,1,1,1,0,1,One year,0,Mailed check,5,0
CUST00582,18,64.54,1126.74,0,1,0,1,1,DSL,1,0,1,1,0,1,Month-to-month,1,Credit card,5,1
CUST00583,49,55.64,2809.46,0,1,0,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Mailed check,3,0
CUST00584,11,30.34,309.26,0,0,0,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Mailed check,4,1
CUST00585,26,60.73,1410.45,0,0,0,1,1,No,1,1,1,0,0,0,Month-to-month,1,Credit card,4,0
CUST00586,63,94.62,5594.55,0,0,0,1,1,DSL,0,1,0,0,0,1,Month-to-month,0,Credit card,3,1
CUST00587,59,25.24,1280.19,0,0,1,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Mailed check,4,0
CUST00588,27,26.18,716.82,0,0,1,1,0,DSL,0,1,1,0,0,0,One year,0,Electronic check,2,1
CUST00589,49,54.19,2695.85,0,1,1,1,0,Fiber optic,1,0,0,1,1,0,Two year,1,Mailed check,3,0
CUST00590,33,114.06,3642.03,0,1,0,1,1,No,0,1,0,1,0,1,Month-to-month,0,Credit card,4,0
CUST00591,1,86.19,79.35,0,0,0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer,1,1
CUST00592,21,87.22,1849.86,0,0,0,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card,1,1
CUST00593,55,54.92,2902.61,0,0,0,1,0,No,0,0,1,1,0,0,Two year,0,Electronic check,2,0
CUST00594,6,78.55,478.46,0,0,0,1,1,Fiber optic,0,1,1,0,0,1,One year,0,Mailed check,4,1
CUST00595,69,19.03,1281.94,0,0,0,1,1,Fiber optic,1,1,0,0,1,0,One year,1,Bank transfer,4,0
CUST00596,5,82.88,417.25,0,0,0,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Credit card,2,1
CUST00597,3,111.16,323.38,1,0,1,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,0,Electronic check,5,1
CUST00598,53,80.48,3978.92,0,0,0,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Credit card,5,0
CUST00599,23,107.12,2566.23,0,0,1,1,1,No,1,0,1,0,1,0,One year,1,Mailed check,4,1
CUST00600,53,91.85,4664.68,0,0,0,0,0,Fiber optic,1,0,1,1,0,0,Two year,1,Electronic check,3,0
CUST00601,37,30.3,1088.61,0,0,1,1,1,DSL,0,1,0,0,1,0,Two year,1,Electronic check,3,0
CUST00602,17,110.05,1672.72,0,1,0,1,0,No,0,1,0,0,0,1,Month-to-month,1,Electronic check,2,0
CUST00603,1,24.78,24.16,0,0,0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,1
CUST00604,51,72.46,3563.61,0,1,0,1,0,DSL,1,1,0,0,1,0,Two year,0,Electronic check,3,0
CUST00605,45,32.5,1297.19,0,1,1,1,0,Fiber optic,0,0,0,1,0,1,One year,0,Electronic check,2,1
CUST00606,4,19.19,66.16,0,1,0,0,0,No,1,1,0,1,1,1,Month-to-month,1,Credit card,5,1
CUST00607,62,61.05,3674.85,0,1,0,1,0,No,1,1,0,1,0,0,Month-to-month,1,Electronic check,3,0
CUST00608,65,48.09,3134.41,0,1,1,1,0,No,1,1,1,1,0,0,Month-to-month,1,Electronic check,4,1
CUST00609,32,67.57,2064.25,0,1,0,1,1,No,1,0,0,0,0,0,Month-to-month,0,Mailed check,2,0
CUST00610,34,76.87,2340.08,0,0,0,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,2,0
CUST00611,72,22.46,1590.12,0,0,0,1,1,Fiber optic,0,0,1,1,0,0,One year,1,Bank transfer,3,0
CUST00612,39,30.55,1031.82,0,1,0,1,1,No,1,0,1,1,0,0,Month-to-month,1,Mailed check,4,1
CUST00613,26,74.98,1829.33,0,1,0,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card,2,1
CUST00614,34,53.0,1590.58,0,1,0,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Bank transfer,2,0
CUST00615,54,92.38,4424.28,1,1,0,1,0,Fiber optic,1,1,1,0,1,1,Two year,0,Electronic check,5,0
CUST00616,3,84.53,225.81,0,1,0,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,3,1
CUST00617,50,104.25,4833.77,0,1,1,1,0,No,1,0,0,0,0,0,Month-to-month,1,Mailed check,1,0
CUST00618,12,88.63,914.91,0,1,0,1,1,Fiber optic,0,0,0,0,1,1,Two year,1,Mailed check,3,1
CUST00619,65,61.85,3737.06,0,1,0,1,0,Fiber optic,1,1,0,0,0,1,Two year,1,Bank transfer,3,0
CUST00620,54,86.64,4455.59,1,1,0,1,0,No,1,1,0,0,0,1,Month-to-month,1,Bank transfer,3,1
CUST00621,5,46.09,218.16,0,1,0,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Mailed check,4,1
CUST00622,57,49.24,2600.55,0,1,0,1,1,DSL,0,1,1,1,0,0,One year,1,Electronic check,4,0
CUST00623,17,98.48,1704.01,0,1,0,1,1,Fiber optic,0,0,1,1,1,0,Two year,0,Electronic check,4,1
CUST00624,47,63.53,2624.81,0,0,0,1,0,No,1,0,1,1,0,0,Two year,0,Bank transfer,3,0
CUST00625,23,99.43,2175.15,1,0,1,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Mailed check,4,0
CUST00626,14,101.89,1230.19,0,1,0,0,0,No,0,0,0,1,0,1,One year,0,Mailed check,2,0
CUST00627,66,105.47,6015.93,0,1,0,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,2,0
CUST00628,51,111.5,5486.18,0,0,0,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Bank transfer,2,0
CUST00629,38,61.96,2267.84,0,0,0,1,0,No,1,0,0,1,1,0,Month-to-month,0,Credit card,3,1
CUST00630,64,50.52,3316.07,0,1,1,1,1,No,0,1,0,1,0,1,Month-to-month,0,Electronic check,4,0
CUST00631,38,77.38,2827.45,0,1,0,1,0,DSL,0,1,0,0,0,0,One year,0,Mailed check,1,0
CUST00632,50,55.86,2910.19,0,1,0,1,1,DSL,1,1,0,1,0,1,One year,1,Credit card,5,0
CUST00633,30,79.31,2045.58,0,1,0,0,0,No,0,1,0,0,1,0,One year,0,Electronic check,2,1
CUST00634,51,89.97,3990.14,1,0,0,1,1,No,1,1,1,0,0,1,Month-to-month,1,Bank transfer,5,0
CUST00635,63,88.22,4773.16,0,0,0,1,0,No,0,1,0,0,1,0,One year,0,Electronic check,2,0
CUST00636,52,56.2,2592.33,0,0,0,1,0,No,0,1,1,0,1,1,Month-to-month,1,Bank transfer,4,0
CUST00637,38,35.02,1275.21,1,1,0,1,0,Fiber optic,1,1,1,0,1,0,Month-to-month,0,Electronic check,4,0
CUST00638,30,61.91,1818.51,0,0,0,1,0,Fiber optic,0,1,0,1,0,1,One year,1,Credit card,3,1
CUST00639,51,32.54,1425.74,1,1,0,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer,4,0
CUST00640,5,108.79,565.27,0,1,0,1,0,DSL,0,0,1,0,1,1,Two year,1,Credit card,3,0
CUST00641,29,53.28,1573.6,0,1,0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer,1,0
CUST00642,4,33.75,122.76,0,1,0,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer,4,0
CUST00643,10,20.6,178.28,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Mailed check,1,1
CUST00644,56,83.87,4151.79,0,1,0,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Credit card,4,1
CUST00645,17,82.96,1234.58,0,0,1,0,0,Fiber optic,1,1,0,0,1,0,Two year,1,Credit card,3,0
CUST00646,17,52.74,784.2,0,0,0,1,1,DSL,0,1,0,0,1,0,One year,1,Mailed check,3,1
CUST00647,69,25.31,1665.55,0,0,1,1,0,DSL,0,0,0,1,1,1,Two year,0,Credit card,3,0
CUST00648,34,59.78,1827.58,0,0,0,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer,2,1
CUST00649,6,49.74,275.05,0,1,0,1,1,DSL,0,1,0,0,0,0,Two year,0,Mailed check,2,1
CUST00650,53,87.07,4835.76,1,1,1,0,0,No,0,1,0,0,1,1,Month-to-month,0,Mailed check,3,0
CUST00651,66,79.79,5196.96,0,0,1,0,0,DSL,0,1,1,0,0,1,Two year,1,Electronic check,3,0
CUST00652,43,55.19,2467.61,0,0,0,1,1,DSL,1,1,1,1,0,1,Month-to-month,0,Electronic check,6,0
CUST00653,23,40.23,812.88,0,1,0,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,5,1
CUST00654,55,118.78,6052.26,1,1,0,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,3,0
CUST00655,16,64.31,988.78,1,0,1,1,0,DSL,1,0,1,1,0,1,Two year,1,Mailed check,4,1
CUST00656,8,88.2,610.59,0,1,0,1,0,No,1,1,1,1,0,1,Month-to-month,1,Mailed check,5,0
CUST00657,4,32.34,110.06,1,1,0,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card,1,1
CUST00658,4,67.53,265.82,0,1,1,1,1,DSL,1,1,1,1,1,0,Two year,0,Mailed check,6,1
CUST00659,56,20.81,1140.15,1,0,1,1,0,DSL,1,0,0,1,1,1,Month-to-month,1,Mailed check,4,0
CUST00660,25,69.56,1621.02,0,1,0,1,1,No,1,1,0,0,0,1,Month-to-month,0,Electronic check,4,1
CUST00661,67,116.33,7388.26,0,1,0,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,0
CUST00662,67,57.19,3575.34,0,1,1,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Bank transfer,3,0
CUST00663,27,21.98,507.29,0,1,0,1,1,DSL,1,1,1,0,1,1,Two year,1,Bank transfer,6,0
CUST00664,32,21.16,620.97,0,1,1,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer,4,0
CUST00665,50,57.57,2548.67,0,0,0,1,0,Fiber optic,1,0,1,1,1,0,Month-to-month,1,Electronic check,4,1
CUST00666,61,34.32,1820.7,1,1,0,1,0,DSL,0,1,0,1,1,1,Two year,1,Bank transfer,4,0
CUST00667,51,20.38,1082.35,0,1,0,0,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,2,0
CUST00668,19,95.13,1753.01,0,1,0,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,3,1
CUST00669,21,64.77,1354.36,0,0,1,1,1,DSL,0,1,1,0,1,1,Month-to-month,0,Electronic check,5,0
CUST00670,5,47.5,216.85,0,0,0,1,1,No,0,1,1,1,1,1,Month-to-month,1,Electronic check,6,1
CUST00671,42,109.81,4282.86,0,1,0,1,1,No,0,0,0,1,0,1,Month-to-month,0,Electronic check,3,0
CUST00672,61,29.85,1634.0,0,1,0,1,0,DSL,1,0,0,0,1,1,Two year,1,Electronic check,3,0
CUST00673,22,115.5,2209.13,0,0,0,1,0,No,1,1,1,1,1,1,One year,1,Credit card,6,0
CUST00674,21,50.02,930.47,0,1,0,1,0,DSL,0,1,0,0,1,1,Month-to-month,0,Electronic check,3,1
CUST00675,70,108.62,7675.65,0,0,0,1,0,No,0,0,0,1,0,0,One year,1,Electronic check,1,1
CUST00676,1,79.5,78.35,1,1,0,1,1,DSL,1,1,0,0,0,1,One year,1,Electronic check,4,1
CUST00677,5,102.32,490.82,0,1,1,1,0,DSL,1,0,0,0,1,0,Two year,1,Bank transfer,2,0
CUST00678,12,118.37,1342.34,1,0,1,0,0,Fiber optic,0,0,0,0,0,1,Two year,1,Electronic check,1,0
CUST00679,46,47.42,2256.55,0,1,0,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card,2,0
CUST00680,34,116.04,3410.95,0,1,0,1,1,No,0,0,1,1,1,0,One year,1,Credit card,4,0
CUST00681,49,57.73,2563.21,1,0,0,0,0,Fiber optic,1,0,1,1,1,0,One year,1,Electronic check,4,0
